,word,read,hinshi,score
19767,相殺,そうさい,名詞,-1
19768,出征,しゅっせい,名詞,-1
19769,民主,みんしゅ,名詞,-1
19770,トースター,トースター,名詞,-1
19771,赤燐,せきりん,名詞,-1
19772,コンソール,コンソール,名詞,-1
19773,古参,こさん,名詞,-1
19774,停車場,ていしゃば,名詞,-1
19775,香の物,こうのもの,名詞,-1
19776,絹小町,きぬこまち,名詞,-1
19777,町民,ちょうみん,名詞,-1
19778,中道,ちゅうどう,名詞,-1
19779,昼夜帯,ちゅうやおび,名詞,-1
19780,梅雨,つゆばれ,名詞,-1
19781,ペニー,ペニー,名詞,-1
19782,シューズ,シューズ,名詞,-1
19783,初生り,はつなり,名詞,-1
19784,商う,あきなう,動詞,-1
19785,配当,はいとう,名詞,-1
19786,遣水,やりみず,名詞,-1
19787,風声鶴唳,ふうせいかくれい,名詞,-1
19788,アンペア,アンペア,名詞,-1
19789,徳性,とくせい,名詞,-1
19790,国民所得,こくみんしょとく,名詞,-1
19791,即題,そくだい,名詞,-1
19792,震央,しんおう,名詞,-1
19793,望楼,ぼうろう,名詞,-1
19794,アンチモニー,アンチモニー,名詞,-1
19795,仏舎利,ぶっしゃり,名詞,-1
19796,離村,りそん,名詞,-1
19797,洋食,ようしょく,名詞,-1
19798,限る,かぎる,動詞,-1
19799,空際,くうさい,名詞,-1
19800,叙述,じょじゅつ,名詞,-1
19801,弓道,きゅうどう,名詞,-1
19802,僧服,そうふく,名詞,-1
19803,死相,しそう,名詞,-1
19804,申達,しんたつ,名詞,-1
19805,共有,きょうゆう,名詞,-1
19806,奇利,きり,名詞,-1
19807,続発,ぞくはつ,名詞,-1
19808,弱り目,よわりめ,名詞,-1
19809,令状,れいじょう,名詞,-1
19810,白色人種,はくしょくじんしゅ,名詞,-1
19811,税込,ぜいこみ,名詞,-1
19812,暁,ぎょう,名詞,-1
19813,不時着,ふじちゃく,名詞,-1
19814,悲恋,ひれん,名詞,-1
19815,ヘッディング,ヘッディング,名詞,-1
19816,八朔,はっさく,名詞,-1
19817,行止り,ゆきどまり,名詞,-1
19818,高瀬,たかせ,名詞,-1
19819,焚物,たきもの,名詞,-1
19820,練絹,ねりぎぬ,名詞,-1
19821,身ごなし,みごなし,名詞,-1
19822,二元,にげん,名詞,-1
19823,焦土,しょうど,名詞,-1
19824,量水,りょうすい,名詞,-1
19825,車道,しゃどう,名詞,-1
19826,改選,かいせん,名詞,-1
19827,細み,ほそみ,名詞,-1
19828,吟詠,ぎんえい,名詞,-1
19829,変位,へんい,名詞,-1
19830,末葉,ばつよう,名詞,-1
19831,法帖,ほうじょう,名詞,-1
19832,初,うい,名詞,-1
19833,読破,どくは,名詞,-1
19834,前芸,まえげい,名詞,-1
19835,令旨,りょうじ,名詞,-1
19836,複方,ふくほう,名詞,-1
19837,代弁,だいべん,名詞,-1
19838,胃の腑,いのふ,名詞,-1
19839,洗い堰,あらいぜき,名詞,-1
19840,出金,しゅっきん,名詞,-1
19841,ジャンパー,ジャンパー,名詞,-1
19842,雀踊,すずめおどり,名詞,-1
19843,トーテム,トーテム,名詞,-1
19844,戯曲,ぎきょく,名詞,-1
19845,法眼,ほうげん,名詞,-1
19846,屁の河童,へのかっぱ,名詞,-1
19847,仏堂,ぶつどう,名詞,-1
19848,木精,もくせい,名詞,-1
19849,片ちんば,かたちんば,名詞,-1
19850,当直,とうちょく,名詞,-1
19851,澪標,みおつくし,名詞,-1
19852,金壺,かなつぼ,名詞,-1
19853,クレオソート,クレオソート,名詞,-1
19854,召電,しょうでん,名詞,-1
19855,冬着,ふゆぎ,名詞,-1
19856,衆,しゅう,名詞,-1
19857,地籍,ちせき,名詞,-1
19858,硫安,りゅうあん,名詞,-1
19859,ごろごろ,ごろごろ,副詞,-1
19860,こっくり,こっくり,副詞,-1
19861,ごまめ,ごまめ,名詞,-1
19862,記帳,きちょう,名詞,-1
19863,パーマネント,パーマネント,名詞,-1
19864,晴雨計,せいうけい,名詞,-1
19865,月行事,つきぎょうじ,名詞,-1
19866,金剛杵,こんごうしょ,名詞,-1
19867,炭殻,たんがら,名詞,-1
19868,亜,あ,名詞,-1
19869,妄想,もうぞう,名詞,-1
19870,辻札,つじふだ,名詞,-1
19871,桜ん坊,さくらんぼう,名詞,-1
19872,内務,ないむ,名詞,-1
19873,レーン　シューズ,レーン　シューズ,名詞,-1
19874,定量分析,ていりょうぶんせき,名詞,-1
19875,決意,けつい,名詞,-1
19876,牧,まき,名詞,-1
19877,軍政,ぐんせい,名詞,-1
19878,入物,いれもの,名詞,-1
19879,四姓,しせい,名詞,-1
19880,職長,しょくちょう,名詞,-1
19881,大正琴,たいしょうごと,名詞,-1
19882,選鉱,せんこう,名詞,-1
19883,仕上り,しあがり,名詞,-1
19884,祈祷,きとう,名詞,-1
19885,ぴしぴし,ぴしぴし,副詞,-1
19886,ワン　パターン,ワン　パターン,名詞,-1
19887,金環食,きんかんしょく,名詞,-1
19888,長歌,ちょうか,名詞,-1
19889,文鎮,ぶんちん,名詞,-1
19890,ゴー　ストップ,ゴー　ストップ,名詞,-1
19891,信条,しんじょう,名詞,-1
19892,転用,てんよう,名詞,-1
19893,五等爵,ごとうしゃく,名詞,-1
19894,小冊,しょうさつ,名詞,-1
19895,内弟子,うちでし,名詞,-1
19896,貸売り,かしうり,名詞,-1
19897,惚気る,のろける,動詞,-1
19898,エピローグ,エピローグ,名詞,-1
19899,剥き身,むきみ,名詞,-1
19900,地階,ちかい,名詞,-1
19901,食客,しょっかく,名詞,-1
19902,駆潜艇,くせんてい,名詞,-1
19903,所得税,しょとくぜい,名詞,-1
19904,広漠,こうばく,名詞,-1
19905,純毛,じゅんもう,名詞,-1
19906,藤波,ふじなみ,名詞,-1
19907,風力,ふうりょく,名詞,-1
19908,銅鉢,どうはち,名詞,-1
19909,総じて,そうじて,副詞,-1
19910,けちる,けちる,動詞,-1
19911,音量,おんりょう,名詞,-1
19912,均等,きんとう,名詞,-1
19913,金輪,かなわ,名詞,-1
19914,潜水,せんすい,名詞,-1
19915,割愛,かつあい,名詞,-1
19916,画稿,がこう,名詞,-1
19917,二元論,にげんろん,名詞,-1
19918,クーラー,クーラー,名詞,-1
19919,所帯,しょたい,名詞,-1
19920,陰萎,いんい,名詞,-1
19921,ニヒリスト,ニヒリスト,名詞,-1
19922,念書,ねんしょ,名詞,-1
19923,洋刀,ようとう,名詞,-1
19924,スペキュレーション,スペキュレーション,名詞,-1
19925,擬制資本,ぎせいしほん,名詞,-1
19926,一季,いっき,名詞,-1
19927,労働力,ろうどうりょく,名詞,-1
19928,防湿,ぼうしつ,名詞,-1
19929,ワン　クッション,ワン　クッション,名詞,-1
19930,方今,ほうこん,名詞,-1
19931,桜色,さくらいろ,名詞,-1
19932,煮え繰り返る,にえくりかえる,動詞,-1
19933,焚染める,たきしめる,動詞,-1
19934,堂塔,どうとう,名詞,-1
19935,ヘリポート,ヘリポート,名詞,-1
19936,胼胝,たこ,名詞,-1
19937,本坑,ほんこう,名詞,-1
19938,四重奏,しじゅうそう,名詞,-1
19939,蝋細工,ろうざいく,名詞,-1
19940,挙句,あげく,名詞,-1
19941,安打,あんだ,名詞,-1
19942,草食,そうしょく,名詞,-1
19943,昇降機,しょうこうき,名詞,-1
19944,サンドイッチ,サンドイッチマン,名詞,-1
19945,躁狂,そうきょう,名詞,-1
19946,死力,しりょく,名詞,-1
19947,さんざ,さんざ,副詞,-1
19948,ビデオ,ビデオ,名詞,-1
19949,初七日,しょなのか,名詞,-1
19950,袖垣,そでがき,名詞,-1
19951,議題,ぎだい,名詞,-1
19952,外気,がいき,名詞,-1
19953,群盲,ぐんもう,名詞,-1
19954,先導,せんどう,名詞,-1
19955,局番,きょくばん,名詞,-1
19956,土用三郎,どようさぶろう,名詞,-1
19957,旱魃,かんばつ,名詞,-1
19958,ヒンズー教,ヒンズーきょう,名詞,-1
19959,茶断ち,ちゃだち,名詞,-1
19960,賽銭,さいせん,名詞,-1
19961,出窓,でまど,名詞,-1
19962,赤樫,あかがし,名詞,-1
19963,今年,こんねん,名詞,-1
19964,ウナ,ウナ,名詞,-1
19965,秘する,ひする,動詞,-1
19966,反義語,はんぎご,名詞,-1
19967,小米,こごめ,名詞,-1
19968,公休,こうきゅう,名詞,-1
19969,出語り,でがたり,名詞,-1
19970,実業,じつぎょう,名詞,-1
19971,同族,どうぞく,名詞,-1
19972,類火,るいか,名詞,-1
19973,単細胞動物,たんさいぼうどうぶつ,名詞,-1
19974,営造物,えいぞうぶつ,名詞,-1
19975,ガーリック,ガーリック,名詞,-1
19976,手引,てびき,名詞,-1
19977,渋染,しぶぞめ,名詞,-1
19978,実収,じっしゅう,名詞,-1
19979,声聞,しょうもん,名詞,-1
19980,厨,くりや,名詞,-1
19981,百方,ひゃっぽう,名詞,-1
19982,下意,かい,名詞,-1
19983,そわそわ,そわそわ,副詞,-1
19984,安宿,やすやど,名詞,-1
19985,忍び泣き,しのびなき,名詞,-1
19986,水盤,すいばん,名詞,-1
19987,語勢,ごせい,名詞,-1
19988,残骸,ざんがい,名詞,-1
19989,実権,じっけん,名詞,-1
19990,草創,そうそう,名詞,-1
19991,妓夫,ぎゅう,名詞,-1
19992,むんずと,むんずと,副詞,-1
19993,万古,ばんこ,名詞,-1
19994,言葉遣い,ことばづかい,名詞,-1
19995,艦隊,かんたい,名詞,-1
19996,大河,たいが,名詞,-1
19997,機甲,きこう,名詞,-1
19998,上声,じょうせい,名詞,-1
19999,銀翼,ぎんよく,名詞,-1
20000,原水爆,げんすいばく,名詞,-1
20001,遅達,ちたつ,名詞,-1
20002,縮図,しゅくず,名詞,-1
20003,史詩,しし,名詞,-1
20004,行き方,ゆきがた,名詞,-1
20005,条例,じょうれい,名詞,-1
20006,同居,どうきょ,名詞,-1
20007,自照,じしょう,名詞,-1
20008,初演,しょえん,名詞,-1
20009,プレパラート,プレパラート,名詞,-1
20010,御忌,ぎょき,名詞,-1
20011,釣書,つりがき,名詞,-1
20012,帰結,きけつ,名詞,-1
20013,五経,ごきょう,名詞,-1
20014,モノクローム,モノクローム,名詞,-1
20015,略歴,りゃくれき,名詞,-1
20016,主賓,しゅひん,名詞,-1
20017,双手,そうしゅ,名詞,-1
20018,理詰,りづめ,名詞,-1
20019,挺進,ていしん,名詞,-1
20020,水鳥,すいちょう,名詞,-1
20021,撞木杖,しゅもくづえ,名詞,-1
20022,干支,かんし,名詞,-1
20023,仕込む,しこむ,動詞,-1
20024,パラメトロン,パラメトロン,名詞,-1
20025,盛菓子,もりがし,名詞,-1
20026,三文,さんもん,名詞,-1
20027,沈潜,ちんせん,名詞,-1
20028,ストレート,ストレート,名詞,-1
20029,スクエア　ダンス,スクエア　ダンス,名詞,-1
20030,シンク　タンク,シンク　タンク,名詞,-1
20031,攻囲,こうい,名詞,-1
20032,文士,ぶんし,名詞,-1
20033,示し合せる,しめしあわせる,動詞,-1
20034,征戦,せいせん,名詞,-1
20035,書式,しょしき,名詞,-1
20036,竜神,りゅうじん,名詞,-1
20037,腰屏風,こしびょうぶ,名詞,-1
20038,経過規定,けいかきてい,名詞,-1
20039,回心,えしん,名詞,-1
20040,支部,しぶ,名詞,-1
20041,カービン銃,カービンじゅう,名詞,-1
20042,漁舟,ぎょしゅう,名詞,-1
20043,よくせき,よくせき,副詞,-1
20044,路標,ろひょう,名詞,-1
20045,特命,とくめい,名詞,-1
20046,光圧,こうあつ,名詞,-1
20047,登場,とうじょう,名詞,-1
20048,労働条件,ろうどうじょうけん,名詞,-1
20049,養親,ようしん,名詞,-1
20050,馬鹿丁寧,ばかていねい,名詞,-1
20051,バンパー,バンパー,名詞,-1
20052,水草,すいそう,名詞,-1
20053,天下,てんか,名詞,-1
20054,受胎,じゅたい,名詞,-1
20055,カメ,カメ,名詞,-1
20056,めじ鮪,めじまぐろ,名詞,-1
20057,自動制御,じどうせいぎょ,名詞,-1
20058,旅支度,たびじたく,名詞,-1
20059,打歩,うちぶ,名詞,-1
20060,俗文,ぞくぶん,名詞,-1
20061,青大将,あおだいしょう,名詞,-1
20062,公報,こうほう,名詞,-1
20063,花瓶,はながめ,名詞,-1
20064,曲り角,まがりかど,名詞,-1
20065,焼塩,やきしお,名詞,-1
20066,感情移入,かんじょういにゅう,名詞,-1
20067,世論,せいろん,名詞,-1
20068,七曜暦,しちようれき,名詞,-1
20069,油田,ゆでん,名詞,-1
20070,世評,せひょう,名詞,-1
20071,神聖,しんせい,名詞,-1
20072,舟行,しゅうこう,名詞,-1
20073,生命保険,せいめいほけん,名詞,-1
20074,明き盲,あきめくら,名詞,-1
20075,車寄,くるまよせ,名詞,-1
20076,ヒロポン,ヒロポン,名詞,-1
20077,劇毒,げきどく,名詞,-1
20078,心理小説,しんりしょうせつ,名詞,-1
20079,内申,ないしん,名詞,-1
20080,把捉,はそく,名詞,-1
20081,赤らめる,あからめる,動詞,-1
20082,足し前,たしまえ,名詞,-1
20083,量子論,りょうしろん,名詞,-1
20084,子飼い,こがい,名詞,-1
20085,紫竹,しちく,名詞,-1
20086,敝衣破帽,へいいはぼう,名詞,-1
20087,白人,はくじん,名詞,-1
20088,転び寝,ころびね,名詞,-1
20089,心像,しんぞう,名詞,-1
20090,断ずる,だんずる,動詞,-1
20091,海人海女,あま,名詞,-1
20092,桜海老,さくらえび,名詞,-1
20093,積分,せきぶん,名詞,-1
20094,掘割,ほりわり,名詞,-1
20095,祖父,じじい,名詞,-1
20096,同額,どうがく,名詞,-1
20097,ラッカー,ラッカー,名詞,-1
20098,豈,あに,副詞,-1
20099,疑獄,ぎごく,名詞,-1
20100,家集,かしゅう,名詞,-1
20101,支給,しきゅう,名詞,-1
20102,着発,ちゃくはつ,名詞,-1
20103,晴上がる,はれあがる,動詞,-1
20104,定小屋,じょうごや,名詞,-1
20105,臥薪嘗胆,がしんしょうたん,名詞,-1
20106,梅桃,ゆすらうめ,名詞,-1
20107,ＪＩＳ漢字,ジスかんじ,名詞,-1
20108,投げ首,なげくび,名詞,-1
20109,月額,げつがく,名詞,-1
20110,入電,にゅうでん,名詞,-1
20111,遠出,とおで,名詞,-1
20112,手控,てびかえ,名詞,-1
20113,探海灯,たんかいとう,名詞,-1
20114,世話狂言,せわきょうげん,名詞,-1
20115,半角,はんかく,名詞,-1
20116,実施,じっし,名詞,-1
20117,僧林,そうりん,名詞,-1
20118,涙雨,なみだあめ,名詞,-1
20119,宿意,しゅくい,名詞,-1
20120,配付,はいふ,名詞,-1
20121,焼山,やけやま,名詞,-1
20122,親藩,しんぱん,名詞,-1
20123,心耳,しんじ,名詞,-1
20124,覆刻,ふっこく,名詞,-1
20125,原爆,げんばく,名詞,-1
20126,冷泉,れいせん,名詞,-1
20127,目撃,もくげき,名詞,-1
20128,四等官,しとうかん,名詞,-1
20129,隷書,れいしょ,名詞,-1
20130,内談,ないだん,名詞,-1
20131,紀要,きよう,名詞,-1
20132,産科,さんか,名詞,-1
20133,精神療法,せいしんりょうほう,名詞,-1
20134,力学,りきがく,名詞,-1
20135,ギャバジン,ギャバジン,名詞,-1
20136,免囚,めんしゅう,名詞,-1
20137,出漁,しゅつぎょ,名詞,-1
20138,消費都市,しょうひとし,名詞,-1
20139,年季奉公,ねんきぼうこう,名詞,-1
20140,定期船,ていきせん,名詞,-1
20141,宣命書,せんみょうがき,名詞,-1
20142,証言,しょうげん,名詞,-1
20143,一卵性双生児,いちらんせいそうせいじ,名詞,-1
20144,代人,だいにん,名詞,-1
20145,ジャングル,ジャングル,名詞,-1
20146,カフェ,カフェオレ,名詞,-1
20147,糸鬢,いとびん,名詞,-1
20148,錬金術,れんきんじゅつ,名詞,-1
20149,親臨,しんりん,名詞,-1
20150,貸出す,かしだす,動詞,-1
20151,ピザ,ピザ,名詞,-1
20152,そろばん,そろばんずく,副詞,-1
20153,私法,しほう,名詞,-1
20154,老翁,ろうおう,名詞,-1
20155,八ミリ,はちミリ,名詞,-1
20156,轟沈,ごうちん,名詞,-1
20157,咀嚼,そしゃく,名詞,-1
20158,老身,ろうしん,名詞,-1
20159,ロケーション,ロケーション,名詞,-1
20160,原文,げんぶん,名詞,-1
20161,ロゴ,ロゴ,名詞,-1
20162,抗原,こうげん,名詞,-1
20163,試乗,しじょう,名詞,-1
20164,陽炎,かげろう,名詞,-1
20165,一眼,いちがん,名詞,-1
20166,声明,しょうみょう,名詞,-1
20167,目つき,めつき,名詞,-1
20168,降嫁,こうか,名詞,-1
20169,鼻輪,はなわ,名詞,-1
20170,増幅,ぞうふく,名詞,-1
20171,人相見,にんそうみ,名詞,-1
20172,増発,ぞうはつ,名詞,-1
20173,秘史,ひし,名詞,-1
20174,血合,ちあい,名詞,-1
20175,涼む,すずむ,動詞,-1
20176,漁場,ぎょば,名詞,-1
20177,警邏,けいら,名詞,-1
20178,考究,こうきゅう,名詞,-1
20179,試算,しさん,名詞,-1
20180,郵便局,ゆうびんきょく,名詞,-1
20181,腕力沙汰,わんりょくざた,名詞,-1
20182,商事,しょうじ,名詞,-1
20183,成し遂げる,なしとげる,動詞,-1
20184,御衣,ぎょい,名詞,-1
20185,租界,そかい,名詞,-1
20186,縮小,しゅくしょう,名詞,-1
20187,個癖,こへき,名詞,-1
20188,印象主義,いんしょうしゅぎ,名詞,-1
20189,杉形,すぎなり,名詞,-1
20190,純絹,じゅんけん,名詞,-1
20191,駐留,ちゅうりゅう,名詞,-1
20192,袋小路,ふくろこうじ,名詞,-1
20193,リモート,リモートコントロール,名詞,-1
20194,さっき,さっき,副詞,-1
20195,足踏み,あしぶみ,名詞,-1
20196,インキ,インキ,名詞,-1
20197,遊牧,ゆうぼく,名詞,-1
20198,フロンティア,フロンティア,名詞,-1
20199,ダーク　ホース,ダーク　ホース,名詞,-1
20200,伸し餅,のしもち,名詞,-1
20201,受渡し,うけわたし,名詞,-1
20202,二足の草鞋,にそくのわらじ,名詞,-1
20203,沈酔,ちんすい,名詞,-1
20204,二十日大根,はつかだいこん,名詞,-1
20205,儒生,じゅせい,名詞,-1
20206,冥界,めいかい,名詞,-1
20207,塒,ねぐら,名詞,-1
20208,便意,べんい,名詞,-1
20209,訪問着,ほうもんぎ,名詞,-1
20210,画家,がか,名詞,-1
20211,買掛け,かいかけ,名詞,-1
20212,通気,つうき,名詞,-1
20213,純益,じゅんえき,名詞,-1
20214,言,げん,名詞,-1
20215,粉砕,ふんさい,名詞,-1
20216,サージ,サージ,名詞,-1
20217,隻眼,せきがん,名詞,-1
20218,座卓,ざたく,名詞,-1
20219,転向,てんこう,名詞,-1
20220,大元帥,だいげんすい,名詞,-1
20221,お雛様,おひなさま,名詞,-1
20222,済し崩し,なしくずし,名詞,-1
20223,水質,すいしつ,名詞,-1
20224,柴犬,しばいぬ,名詞,-1
20225,河川敷,かせんしき,名詞,-1
20226,聴衆,ちょうしゅう,名詞,-1
20227,陽動作戦,ようどうさくせん,名詞,-1
20228,御用始め,ごようはじめ,名詞,-1
20229,単座,たんざ,名詞,-1
20230,見料,けんりょう,名詞,-1
20231,所帯持,しょたいもち,名詞,-1
20232,会衆,かいしゅう,名詞,-1
20233,総本山,そうほんざん,名詞,-1
20234,身贔屓,みびいき,名詞,-1
20235,清水の舞台,きよみずのぶたい,名詞,-1
20236,先達,せんだつ,名詞,-1
20237,立役者,たてやくしゃ,名詞,-1
20238,前方,ぜんぽう,名詞,-1
20239,掘下げる,ほりさげる,動詞,-1
20240,二捨三入,にしゃさんにゅう,名詞,-1
20241,入歯,いれば,名詞,-1
20242,石粉,いしこ,名詞,-1
20243,サイクロトロン,サイクロトロン,名詞,-1
20244,半幅,はんはば,名詞,-1
20245,聖典,せいてん,名詞,-1
20246,エスペラント,エスペラント,名詞,-1
20247,下浣,げかん,名詞,-1
20248,ぼっと,ぼっと,副詞,-1
20249,粘り,ねばり,名詞,-1
20250,キュリー,キュリー,名詞,-1
20251,会談,かいだん,名詞,-1
20252,公認,こうにん,名詞,-1
20253,情熱,じょうねつ,名詞,-1
20254,庶幾,しょき,名詞,-1
20255,減産,げんさん,名詞,-1
20256,端末機,たんまつき,名詞,-1
20257,継走,けいそう,名詞,-1
20258,料地,りょうち,名詞,-1
20259,意義,いぎ,名詞,-1
20260,万年,まんねん,名詞,-1
20261,裕福,ゆうふく,名詞,-1
20262,蘇民将来,そみんしょうらい,名詞,-1
20263,共役,きょうやく,名詞,-1
20264,世話場,せわば,名詞,-1
20265,渡船,とせん,名詞,-1
20266,既婚,きこん,名詞,-1
20267,野遊び,のあそび,名詞,-1
20268,四十腕,しじゅううで,名詞,-1
20269,繰糸,そうし,名詞,-1
20270,戦時,せんじ,名詞,-1
20271,引合,ひきあい,名詞,-1
20272,散漫,さんまん,名詞,-1
20273,相者,そうしゃ,名詞,-1
20274,本田,ほんでん,名詞,-1
20275,拡声器,かくせいき,名詞,-1
20276,香箱,こうばこ,名詞,-1
20277,弁護人,べんごにん,名詞,-1
20278,希,き,名詞,-1
20279,波立つ,なみだつ,動詞,-1
20280,復命,ふくめい,名詞,-1
20281,放牧,ほうぼく,名詞,-1
20282,監査,かんさ,名詞,-1
20283,キャビン,キャビン,名詞,-1
20284,住戸,じゅうこ,名詞,-1
20285,草藪,くさやぶ,名詞,-1
20286,順繰り,じゅんぐり,名詞,-1
20287,簡便,かんべん,名詞,-1
20288,経済計画,けいざいけいかく,名詞,-1
20289,張倒す,はりたおす,動詞,-1
20290,からりと,からりと,副詞,-1
20291,伊呂波歌,いろはうた,名詞,-1
20292,アルファ線,アルファせん,名詞,-1
20293,矢筒,やづつ,名詞,-1
20294,町場,ちょうば,名詞,-1
20295,就職,しゅうしょく,名詞,-1
20296,実生活,じっせいかつ,名詞,-1
20297,闇市,やみいち,名詞,-1
20298,奉納相撲,ほうのうずもう,名詞,-1
20299,二部作,にぶさく,名詞,-1
20300,枇杷,びわ,名詞,-1
20301,落体,らくたい,名詞,-1
20302,海抜,かいばつ,名詞,-1
20303,三更,さんこう,名詞,-1
20304,必着,ひっちゃく,名詞,-1
20305,物流,ぶつりゅう,名詞,-1
20306,十字火,じゅうじか,名詞,-1
20307,語尾,ごび,名詞,-1
20308,電子顕微鏡,でんしけんびきょう,名詞,-1
20309,軒昂,けんこう,名詞,-1
20310,車馬,しゃば,名詞,-1
20311,かけちがう,かけちがう,動詞,-1
20312,蛮行,ばんこう,名詞,-1
20313,投函,とうかん,名詞,-1
20314,耳鼻科,じびか,名詞,-1
20315,官制,かんせい,名詞,-1
20316,制海権,せいかいけん,名詞,-1
20317,虚構,きょこう,名詞,-1
20318,灰,かい,名詞,-1
20319,留鳥,りゅうちょう,名詞,-1
20320,メモリー,メモリー,名詞,-1
20321,泣暮す,なきくらす,動詞,-1
20322,苫舟,とまぶね,名詞,-1
20323,富民,ふみん,名詞,-1
20324,光波,こうは,名詞,-1
20325,章句,しょうく,名詞,-1
20326,草市,くさいち,名詞,-1
20327,直属,ちょくぞく,名詞,-1
20328,料峭,りょうしょう,名詞,-1
20329,姦する,かんする,動詞,-1
20330,木賃,きちん,名詞,-1
20331,投了,とうりょう,名詞,-1
20332,会厭,ええん,名詞,-1
20333,暁星,ぎょうせい,名詞,-1
20334,試問,しもん,名詞,-1
20335,モルモット,モルモット,名詞,-1
20336,半舷,はんげん,名詞,-1
20337,甘口,あまくち,名詞,-1
20338,郎等,ろうどう,名詞,-1
20339,どきどき,どきどき,副詞,-1
20340,来状,らいじょう,名詞,-1
20341,勤番,きんばん,名詞,-1
20342,羸弱,るいじゃく,名詞,-1
20343,洋琴,ようきん,名詞,-1
20344,入水,じゅすい,名詞,-1
20345,濫発,らんぱつ,名詞,-1
20346,補欠,ほけつ,名詞,-1
20347,絵巻,えまき,名詞,-1
20348,敢為,かんい,名詞,-1
20349,配信,はいしん,名詞,-1
20350,進軍,しんぐん,名詞,-1
20351,養成,ようせい,名詞,-1
20352,御中,おんちゅう,名詞,-1
20353,やの字,やのじ,名詞,-1
20354,黄金分割,おうごんぶんかつ,名詞,-1
20355,向い風,むかいかぜ,名詞,-1
20356,奴僕,どぼく,名詞,-1
20357,アクセル,アクセル,名詞,-1
20358,小数,しょうすう,名詞,-1
20359,白紙委任状,はくしいにんじょう,名詞,-1
20360,屋台店,やたいみせ,名詞,-1
20361,週間,しゅうかん,名詞,-1
20362,合繊,ごうせん,名詞,-1
20363,春慶,しゅんけい,名詞,-1
20364,矢叫び,やたけび,名詞,-1
20365,致死遺伝子,ちしいでんし,名詞,-1
20366,重水素,じゅうすいそ,名詞,-1
20367,一世,いっせい,名詞,-1
20368,海賊版,かいぞくばん,名詞,-1
20369,末葉,まつよう,名詞,-1
20370,歯触り,はざわり,名詞,-1
20371,白旗,しらはた,名詞,-1
20372,内内,うちうち,副詞,-1
20373,遅配,ちはい,名詞,-1
20374,軍務,ぐんむ,名詞,-1
20375,不一,ふいつ,名詞,-1
20376,飛泉,ひせん,名詞,-1
20377,飛瀑,ひばく,名詞,-1
20378,岨,そわ,名詞,-1
20379,臼状,きゅうじょう,名詞,-1
20380,俳論,はいろん,名詞,-1
20381,貴覧,きらん,名詞,-1
20382,裏返る,うらがえる,動詞,-1
20383,寡占,かせん,名詞,-1
20384,晴耕雨読,せいこううどく,名詞,-1
20385,歳費,さいひ,名詞,-1
20386,クレジット,クレジットカード,名詞,-1
20387,百八十度,ひゃくはちじゅうど,名詞,-1
20388,栃,とち,名詞,-1
20389,銀扇,ぎんせん,名詞,-1
20390,マイクロ,マイクロホン,名詞,-1
20391,ショベル,ショベル,名詞,-1
20392,床机,しょうぎ,名詞,-1
20393,灯台守,とうだいもり,名詞,-1
20394,究,きゅう,名詞,-1
20395,用談,ようだん,名詞,-1
20396,電源,でんげん,名詞,-1
20397,お足,おあし,名詞,-1
20398,サマー　タイム,サマー　タイム,名詞,-1
20399,二重回し,にじゅうまわし,名詞,-1
20400,乾酪,かんらく,名詞,-1
20401,粋,いき,名詞,-1
20402,蟻の塔,ありのとう,名詞,-1
20403,ルーブル,ルーブル,名詞,-1
20404,鮠,はや,名詞,-1
20405,朝三暮四,ちょうさんぼし,名詞,-1
20406,麻の葉,あさのは,名詞,-1
20407,泣く泣く,なくなく,副詞,-1
20408,撃砕,げきさい,名詞,-1
20409,誓紙,せいし,名詞,-1
20410,劣勢,れっせい,名詞,-1
20411,部首,ぶしゅ,名詞,-1
20412,万般,ばんぱん,名詞,-1
20413,腱,けん,名詞,-1
20414,電鍵,でんけん,名詞,-1
20415,外圧,がいあつ,名詞,-1
20416,施行,しこう,名詞,-1
20417,農場,のうじょう,名詞,-1
20418,射術,しゃじゅつ,名詞,-1
20419,文辞,ぶんじ,名詞,-1
20420,口供,こうきょう,名詞,-1
20421,箔,はく,名詞,-1
20422,バーベキュー,バーベキュー,名詞,-1
20423,晒木綿,さらしもめん,名詞,-1
20424,絽縮緬,ろちりめん,名詞,-1
20425,引越,ひっこし,名詞,-1
20426,大納言,だいなごん,名詞,-1
20427,木の下闇,このしたやみ,名詞,-1
20428,発刊,はっかん,名詞,-1
20429,銀朱,ぎんしゅ,名詞,-1
20430,句合せ,くあわせ,名詞,-1
20431,元手,もとで,名詞,-1
20432,駄物,だもの,名詞,-1
20433,興信所,こうしんじょ,名詞,-1
20434,資本家,しほんか,名詞,-1
20435,レスト　ハウス,レスト　ハウス,名詞,-1
20436,普及,ふきゅう,名詞,-1
20437,ひご,ひご,名詞,-1
20438,疎通,そつう,名詞,-1
20439,鉢合せ,はちあわせ,名詞,-1
20440,斜影,しゃえい,名詞,-1
20441,片恨み,かたうらみ,名詞,-1
20442,ＳＦ,エスエフ,名詞,-1
20443,組天井,くみてんじょう,名詞,-1
20444,町役人,まちやくにん,名詞,-1
20445,響かせる,ひびかせる,動詞,-1
20446,詔,みことのり,名詞,-1
20447,白拍子,しらびょうし,名詞,-1
20448,昏昏と,こんこんと,副詞,-1
